"","Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id","pid_proteins$Gene.proteins.secondaryIdentifier"
"309","YBR200W","Bem1p","PS50002",155,217,"PROSITE",1952111,"YBR200W"
"310","YBR200W","Bem1p","PS51745",478,551,"PROSITE",1952113,"YBR200W"
"311","YBR200W","Bem1p","SM00326",75,131,"SMART",1952117,"YBR200W"
"312","YBR200W","Bem1p","SM00326",158,216,"SMART",1952118,"YBR200W"
"313","YBR200W","Bem1p","SM00666",478,551,"SMART",1952119,"YBR200W"
"314","YBR200W","Bem1p","SSF50044",60,139,"SUPERFAMILY",1952120,"YBR200W"
"315","YBR200W","Bem1p","SSF50044",152,218,"SUPERFAMILY",1952121,"YBR200W"
"316","YBR203W","Cos111p","SSF81383",184,226,"SUPERFAMILY",1960103,"YBR203W"
"317","YBR234C","Arc40p","G3DSA:2.130.10.10",12,384,"GENE3D",1960183,"YBR234C"
"318","YBR234C","Arc40p","PF00400",57,89,"Pfam",1960184,"YBR234C"
"319","YBR234C","Arc40p","PF00400",151,180,"Pfam",1960185,"YBR234C"
"320","YBR234C","Arc40p","SM00320",8,46,"SMART",1960189,"YBR234C"
"321","YBR234C","Arc40p","SM00320",52,90,"SMART",1960190,"YBR234C"
"322","YBR234C","Arc40p","SM00320",96,135,"SMART",1960191,"YBR234C"
"323","YBR234C","Arc40p","SM00320",145,181,"SMART",1960192,"YBR234C"
"324","YBR234C","Arc40p","SM00320",204,242,"SMART",1960193,"YBR234C"
"325","YBR234C","Arc40p","SSF50978",20,294,"SUPERFAMILY",1960194,"YBR234C"
"326","YBR234C","Arc40p","SSF50978",336,383,"SUPERFAMILY",1960195,"YBR234C"
"327","YBR246W","Rrt2p","G3DSA:2.130.10.10",1,267,"GENE3D",1960206,"YBR246W"
"328","YBR246W","Rrt2p","SM00320",54,93,"SMART",1960209,"YBR246W"
"329","YBR246W","Rrt2p","SM00320",186,228,"SMART",1960210,"YBR246W"
"330","YBR246W","Rrt2p","SM00320",231,277,"SMART",1960211,"YBR246W"
"331","YBR246W","Rrt2p","SM00320",347,386,"SMART",1960212,"YBR246W"
"332","YBR246W","Rrt2p","SSF50978",19,385,"SUPERFAMILY",1960213,"YBR246W"
"333","YBR273C","Ubx7p","PF00789",213,291,"Pfam",1960286,"YBR273C"
"334","YBR273C","Ubx7p","PS50033",212,290,"PROSITE",1960287,"YBR273C"
"335","YBR273C","Ubx7p","SM00166",209,292,"SMART",1960290,"YBR273C"
"336","YBR280C","Saf1p","SSF81383",14,105,"SUPERFAMILY",1960307,"YBR280C"
"337","YBR281C","Dug2p","G3DSA:2.130.10.10",2,151,"GENE3D",1959398,"YBR281C"
"338","YBR281C","Dug2p","G3DSA:2.130.10.10",238,428,"GENE3D",1959399,"YBR281C"
"339","YBR281C","Dug2p","PF00400",67,98,"Pfam",1959402,"YBR281C"
"340","YBR281C","Dug2p","PS50082",66,99,"PROSITE",1959411,"YBR281C"
"341","YBR281C","Dug2p","PS50082",383,399,"PROSITE",1959412,"YBR281C"
"342","YBR281C","Dug2p","PS50294",16,107,"PROSITE",1959413,"YBR281C"
"343","YBR281C","Dug2p","SM00320",10,48,"SMART",1959416,"YBR281C"
"344","YBR281C","Dug2p","SM00320",51,98,"SMART",1959417,"YBR281C"
"345","YBR281C","Dug2p","SM00320",213,265,"SMART",1959418,"YBR281C"
"346","YBR281C","Dug2p","SM00320",316,396,"SMART",1959419,"YBR281C"
"347","YBR281C","Dug2p","SSF50978",22,156,"SUPERFAMILY",1959420,"YBR281C"
"348","YBR281C","Dug2p","SSF50978",211,400,"SUPERFAMILY",1959421,"YBR281C"
"349","YCL027W","Fus1p","PF00018",443,484,"Pfam",1945320,"YCL027W"
"350","YCL027W","Fus1p","PS50002",436,512,"PROSITE",1945321,"YCL027W"
"351","YCL027W","Fus1p","SM00326",439,512,"SMART",1945322,"YCL027W"
"352","YCL027W","Fus1p","SSF50044",435,511,"SUPERFAMILY",1945323,"YCL027W"
"353","YCL028W","Rnq1p","G3DSA:1.25.40.10",1,277,"GENE3D",1950496,"YCL028W"
"354","YCL039W","Gid7p","G3DSA:2.130.10.10",314,655,"GENE3D",1950869,"YCL039W"
"355","YCL039W","Gid7p","PF00400",660,687,"Pfam",1950871,"YCL039W"
"356","YCL039W","Gid7p","PF00400",691,741,"Pfam",1950872,"YCL039W"
"357","YCL039W","Gid7p","PS50082",671,696,"PROSITE",1950873,"YCL039W"
"358","YCL039W","Gid7p","PS50082",724,745,"PROSITE",1950874,"YCL039W"
"359","YCL039W","Gid7p","PS50294",611,745,"PROSITE",1950875,"YCL039W"
"360","YCL039W","Gid7p","SM00320",313,356,"SMART",1950878,"YCL039W"
"361","YCL039W","Gid7p","SM00320",360,399,"SMART",1950879,"YCL039W"
"362","YCL039W","Gid7p","SM00320",445,487,"SMART",1950880,"YCL039W"
"363","YCL039W","Gid7p","SM00320",646,687,"SMART",1950881,"YCL039W"
"364","YCL039W","Gid7p","SM00320",690,741,"SMART",1950882,"YCL039W"
"365","YCL039W","Gid7p","SSF50978",281,400,"SUPERFAMILY",1950883,"YCL039W"
"366","YCL039W","Gid7p","SSF50978",453,503,"SUPERFAMILY",1950884,"YCL039W"
"367","YCL039W","Gid7p","SSF50978",545,584,"SUPERFAMILY",1950885,"YCL039W"
"368","YCL039W","Gid7p","SSF50978",613,741,"SUPERFAMILY",1950886,"YCL039W"
"369","YCL045C","Emc1p","G3DSA:2.130.10.10",48,462,"GENE3D",1950889,"YCL045C"
"370","YCR009C","Rvs161p","PF03114",6,231,"Pfam",1950353,"YCR009C"
"371","YCR009C","Rvs161p","PS51021",15,239,"PROSITE",1950354,"YCR009C"
"372","YCR009C","Rvs161p","SM00721",5,232,"SMART",1950357,"YCR009C"
"373","YCR032W","Bph1p","G3DSA:2.130.10.10",1922,2167,"GENE3D",1950424,"YCR032W"
"374","YCR032W","Bph1p","PS50294",1925,2015,"PROSITE",1950429,"YCR032W"
"375","YCR032W","Bph1p","SSF50978",1918,2105,"SUPERFAMILY",1950435,"YCR032W"
"376","YCR051W","Ycr051Wp","PS50088",36,69,"PROSITE",1951090,"YCR051W"
"377","YCR051W","Ycr051Wp","SM00248",36,66,"SMART",1951094,"YCR051W"
"378","YCR051W","Ycr051Wp","SM00248",70,97,"SMART",1951095,"YCR051W"
"379","YCR057C","Pwp2p","G3DSA:2.130.10.10",2,223,"GENE3D",1951103,"YCR057C"
"380","YCR057C","Pwp2p","G3DSA:2.130.10.10",224,372,"GENE3D",1951104,"YCR057C"
"381","YCR057C","Pwp2p","G3DSA:2.130.10.10",443,922,"GENE3D",1951105,"YCR057C"
"382","YCR057C","Pwp2p","PF00400",143,174,"Pfam",1951107,"YCR057C"
"383","YCR057C","Pwp2p","PF00400",342,373,"Pfam",1951108,"YCR057C"
"384","YCR057C","Pwp2p","PF00400",379,415,"Pfam",1951109,"YCR057C"
"385","YCR057C","Pwp2p","PF00400",421,459,"Pfam",1951110,"YCR057C"
"386","YCR057C","Pwp2p","PF00400",463,501,"Pfam",1951111,"YCR057C"
"387","YCR057C","Pwp2p","PS50082",142,183,"PROSITE",1951119,"YCR057C"
"388","YCR057C","Pwp2p","PS50082",187,219,"PROSITE",1951120,"YCR057C"
"389","YCR057C","Pwp2p","PS50082",341,382,"PROSITE",1951121,"YCR057C"
"390","YCR057C","Pwp2p","PS50082",383,424,"PROSITE",1951122,"YCR057C"
"391","YCR057C","Pwp2p","PS50082",469,502,"PROSITE",1951123,"YCR057C"
"392","YCR057C","Pwp2p","PS50294",142,552,"PROSITE",1951124,"YCR057C"
"393","YCR057C","Pwp2p","SM00320",45,83,"SMART",1951126,"YCR057C"
"394","YCR057C","Pwp2p","SM00320",86,123,"SMART",1951127,"YCR057C"
"395","YCR057C","Pwp2p","SM00320",135,174,"SMART",1951128,"YCR057C"
"396","YCR057C","Pwp2p","SM00320",180,219,"SMART",1951129,"YCR057C"
"397","YCR057C","Pwp2p","SM00320",249,288,"SMART",1951130,"YCR057C"
"398","YCR057C","Pwp2p","SM00320",291,331,"SMART",1951131,"YCR057C"
"399","YCR057C","Pwp2p","SM00320",334,373,"SMART",1951132,"YCR057C"
"400","YCR057C","Pwp2p","SM00320",376,415,"SMART",1951133,"YCR057C"
"401","YCR057C","Pwp2p","SM00320",418,459,"SMART",1951134,"YCR057C"
"402","YCR057C","Pwp2p","SM00320",462,501,"SMART",1951135,"YCR057C"
"403","YCR057C","Pwp2p","SM00320",508,543,"SMART",1951136,"YCR057C"
"404","YCR057C","Pwp2p","SM00320",566,605,"SMART",1951137,"YCR057C"
"405","YCR057C","Pwp2p","SM00320",668,705,"SMART",1951138,"YCR057C"
"406","YCR057C","Pwp2p","SSF50978",20,221,"SUPERFAMILY",1951139,"YCR057C"
"407","YCR057C","Pwp2p","SSF50978",184,222,"SUPERFAMILY",1951140,"YCR057C"
"408","YCR057C","Pwp2p","SSF50978",250,548,"SUPERFAMILY",1951141,"YCR057C"
"409","YCR059C","Yih1p","PF05773",7,108,"Pfam",1951147,"YCR059C"
"410","YCR059C","Yih1p","PS50908",10,114,"PROSITE",1951149,"YCR059C"
"411","YCR059C","Yih1p","SM00591",10,114,"SMART",1951152,"YCR059C"
"412","YCR060W","Tah1p","PS50293",4,71,"PROSITE",1951158,"YCR060W"
"413","YCR060W","Tah1p","SM00028",4,37,"SMART",1951161,"YCR060W"
"414","YCR060W","Tah1p","SM00028",38,71,"SMART",1951162,"YCR060W"
"415","YCR060W","Tah1p","SSF48452",3,70,"SUPERFAMILY",1951163,"YCR060W"
"416","YCR067C","Sed4p","G3DSA:2.130.10.10",2,339,"GENE3D",1950482,"YCR067C"
"417","YCR067C","Sed4p","PF00400",299,329,"Pfam",1950483,"YCR067C"
"418","YCR067C","Sed4p","PS50294",257,341,"PROSITE",1950484,"YCR067C"
"419","YCR067C","Sed4p","SM00320",254,289,"SMART",1950487,"YCR067C"
"420","YCR067C","Sed4p","SM00320",292,332,"SMART",1950488,"YCR067C"
"421","YCR067C","Sed4p","SSF50978",11,334,"SUPERFAMILY",1950489,"YCR067C"
"422","YCR072C","Rsa4p","G3DSA:2.130.10.10",378,449,"GENE3D",1950620,"YCR072C"
"423","YCR072C","Rsa4p","PF00400",140,172,"Pfam",1950626,"YCR072C"
"424","YCR072C","Rsa4p","PF00400",177,214,"Pfam",1950627,"YCR072C"
"425","YCR072C","Rsa4p","PF00400",218,264,"Pfam",1950628,"YCR072C"
"426","YCR072C","Rsa4p","PF00400",269,305,"Pfam",1950629,"YCR072C"
"427","YCR072C","Rsa4p","PF00400",394,430,"Pfam",1950630,"YCR072C"
"428","YCR072C","Rsa4p","PF00400",435,472,"Pfam",1950631,"YCR072C"
"429","YCR072C","Rsa4p","PF00400",482,513,"Pfam",1950632,"YCR072C"
"430","YCR072C","Rsa4p","PS50082",139,181,"PROSITE",1950642,"YCR072C"
"431","YCR072C","Rsa4p","PS50082",182,223,"PROSITE",1950643,"YCR072C"
"432","YCR072C","Rsa4p","PS50082",225,264,"PROSITE",1950644,"YCR072C"
"433","YCR072C","Rsa4p","PS50082",274,308,"PROSITE",1950645,"YCR072C"
"434","YCR072C","Rsa4p","PS50082",398,439,"PROSITE",1950646,"YCR072C"
"435","YCR072C","Rsa4p","PS50082",440,481,"PROSITE",1950647,"YCR072C"
"436","YCR072C","Rsa4p","PS50082",482,515,"PROSITE",1950648,"YCR072C"
"437","YCR072C","Rsa4p","PS50294",139,515,"PROSITE",1950649,"YCR072C"
"438","YCR072C","Rsa4p","SM00320",132,172,"SMART",1950651,"YCR072C"
"439","YCR072C","Rsa4p","SM00320",175,214,"SMART",1950652,"YCR072C"
"440","YCR072C","Rsa4p","SM00320",218,264,"SMART",1950653,"YCR072C"
"441","YCR072C","Rsa4p","SM00320",267,305,"SMART",1950654,"YCR072C"
"442","YCR072C","Rsa4p","SM00320",309,387,"SMART",1950655,"YCR072C"
"443","YCR072C","Rsa4p","SM00320",391,430,"SMART",1950656,"YCR072C"
"444","YCR072C","Rsa4p","SM00320",433,472,"SMART",1950657,"YCR072C"
"445","YCR072C","Rsa4p","SM00320",475,514,"SMART",1950658,"YCR072C"
"446","YCR072C","Rsa4p","SSF50978",113,317,"SUPERFAMILY",1950659,"YCR072C"
"447","YCR072C","Rsa4p","SSF50978",400,513,"SUPERFAMILY",1950660,"YCR072C"
"448","YCR084C","Tup1p","PF00400",342,367,"Pfam",1947043,"YCR084C"
"449","YCR084C","Tup1p","PF00400",442,471,"Pfam",1947044,"YCR084C"
"450","YCR084C","Tup1p","PF00400",476,513,"Pfam",1947045,"YCR084C"
"451","YCR084C","Tup1p","PF00400",518,555,"Pfam",1947046,"YCR084C"
"452","YCR084C","Tup1p","PF00400",572,604,"Pfam",1947047,"YCR084C"
"453","YCR084C","Tup1p","PF00400",621,658,"Pfam",1947048,"YCR084C"
"454","YCR084C","Tup1p","PF00400",662,706,"Pfam",1947049,"YCR084C"
"455","YCR084C","Tup1p","PS50082",446,480,"PROSITE",1947058,"YCR084C"
"456","YCR084C","Tup1p","PS50082",481,522,"PROSITE",1947059,"YCR084C"
"457","YCR084C","Tup1p","PS50082",522,564,"PROSITE",1947060,"YCR084C"
"458","YCR084C","Tup1p","PS50082",572,613,"PROSITE",1947061,"YCR084C"
"459","YCR084C","Tup1p","PS50082",626,667,"PROSITE",1947062,"YCR084C"
"460","YCR084C","Tup1p","PS50294",439,713,"PROSITE",1947063,"YCR084C"
"461","YCR084C","Tup1p","SM00320",334,371,"SMART",1947066,"YCR084C"
"462","YCR084C","Tup1p","SM00320",430,471,"SMART",1947067,"YCR084C"
"463","YCR084C","Tup1p","SM00320",474,513,"SMART",1947068,"YCR084C"
"464","YCR084C","Tup1p","SM00320",516,555,"SMART",1947069,"YCR084C"
"465","YCR084C","Tup1p","SM00320",558,604,"SMART",1947070,"YCR084C"
"466","YCR084C","Tup1p","SM00320",619,658,"SMART",1947071,"YCR084C"
"467","YCR084C","Tup1p","SM00320",661,706,"SMART",1947072,"YCR084C"
"468","YCR084C","Tup1p","SSF50978",284,405,"SUPERFAMILY",1947073,"YCR084C"
"469","YCR084C","Tup1p","SSF50978",446,708,"SUPERFAMILY",1947074,"YCR084C"
"470","YCR086W","Csm1p","PF12539",73,165,"Pfam",1951196,"YCR086W"
"471","YCR088W","Abp1p","PF00018",539,585,"Pfam",1946804,"YCR088W"
"472","YCR088W","Abp1p","PR00452",535,545,"PRINTS",1946806,"YCR088W"
"473","YCR088W","Abp1p","PR00452",549,564,"PRINTS",1946807,"YCR088W"
"474","YCR088W","Abp1p","PR00452",566,575,"PRINTS",1946808,"YCR088W"
"475","YCR088W","Abp1p","PR00452",579,591,"PRINTS",1946809,"YCR088W"
"476","YCR088W","Abp1p","PS50002",532,592,"PROSITE",1946813,"YCR088W"
"477","YCR088W","Abp1p","SM00326",535,592,"SMART",1946818,"YCR088W"
"478","YCR088W","Abp1p","SSF50044",514,589,"SUPERFAMILY",1946819,"YCR088W"
"479","YCR093W","Cdc39p","G3DSA:2.130.10.10",1005,1635,"GENE3D",1951206,"YCR093W"
"480","YCR100C","Ycr100Cp","G3DSA:2.130.10.10",2,312,"GENE3D",1950981,"YCR100C"
"481","YDL003W","Mcd1p","PF04825",15,110,"Pfam",1982733,"YDL003W"
"482","YDL019C","Osh2p","PF00023",106,132,"Pfam",1984195,"YDL019C"
"483","YDL019C","Osh2p","PS50088",106,128,"PROSITE",1984200,"YDL019C"
"484","YDL019C","Osh2p","SM00248",106,134,"SMART",1984206,"YDL019C"
"485","YDL019C","Osh2p","SM00248",206,235,"SMART",1984207,"YDL019C"
"486","YDL035C","Gpr1p","G3DSA:2.130.10.10",432,906,"GENE3D",1983782,"YDL035C"
"487","YDL040C","Nat1p","G3DSA:1.25.40.10",226,622,"GENE3D",1945693,"YDL040C"
"488","YDL040C","Nat1p","SM00028",20,53,"SMART",1945700,"YDL040C"
"489","YDL040C","Nat1p","SM00028",54,87,"SMART",1945701,"YDL040C"
"490","YDL040C","Nat1p","SM00028",91,124,"SMART",1945702,"YDL040C"
"491","YDL040C","Nat1p","SM00028",241,274,"SMART",1945703,"YDL040C"
"492","YDL040C","Nat1p","SM00028",384,417,"SMART",1945704,"YDL040C"
"493","YDL040C","Nat1p","SM00028",418,451,"SMART",1945705,"YDL040C"
"494","YDL040C","Nat1p","SSF48452",27,286,"SUPERFAMILY",1945706,"YDL040C"
"495","YDL040C","Nat1p","SSF48452",240,279,"SUPERFAMILY",1945707,"YDL040C"
"496","YDL040C","Nat1p","SSF48452",370,472,"SUPERFAMILY",1945708,"YDL040C"
"497","YDL056W","Mbp1p","PS50088",394,426,"PROSITE",1963417,"YDL056W"
"498","YDL056W","Mbp1p","PS50088",512,544,"PROSITE",1963418,"YDL056W"
"499","YDL056W","Mbp1p","SM00248",394,423,"SMART",1963423,"YDL056W"
"500","YDL056W","Mbp1p","SM00248",427,463,"SMART",1963424,"YDL056W"
"501","YDL056W","Mbp1p","SM00248",512,541,"SMART",1963425,"YDL056W"
"502","YDL070W","Bdf2p","G3DSA:1.20.920.10",19,259,"GENE3D",1980115,"YDL070W"
"503","YDL070W","Bdf2p","G3DSA:1.20.920.10",315,467,"GENE3D",1980116,"YDL070W"
"504","YDL070W","Bdf2p","PF00439",150,226,"Pfam",1980117,"YDL070W"
"505","YDL070W","Bdf2p","PF00439",326,411,"Pfam",1980118,"YDL070W"
"506","YDL070W","Bdf2p","PR00503",153,166,"PRINTS",1980120,"YDL070W"
"507","YDL070W","Bdf2p","PR00503",356,372,"PRINTS",1980121,"YDL070W"
"508","YDL070W","Bdf2p","PR00503",372,390,"PRINTS",1980122,"YDL070W"
"509","YDL070W","Bdf2p","PR00503",390,409,"PRINTS",1980123,"YDL070W"
"510","YDL070W","Bdf2p","PS50014",150,222,"PROSITE",1980125,"YDL070W"
"511","YDL070W","Bdf2p","PS50014",337,409,"PROSITE",1980126,"YDL070W"
"512","YDL070W","Bdf2p","SM00297",135,241,"SMART",1980130,"YDL070W"
"513","YDL070W","Bdf2p","SM00297",319,428,"SMART",1980131,"YDL070W"
"514","YDL070W","Bdf2p","SSF47370",134,242,"SUPERFAMILY",1980132,"YDL070W"
"515","YDL070W","Bdf2p","SSF47370",312,433,"SUPERFAMILY",1980133,"YDL070W"
"516","YDL077C","Vam6p","G3DSA:1.25.40.10",594,750,"GENE3D",1980155,"YDL077C"
"517","YDL077C","Vam6p","G3DSA:1.25.40.10",751,1000,"GENE3D",1980156,"YDL077C"
"518","YDL091C","Ubx3p","PF00789",355,451,"Pfam",1983157,"YDL091C"
"519","YDL091C","Ubx3p","PS50033",356,455,"PROSITE",1983158,"YDL091C"
"520","YDL091C","Ubx3p","SM00166",354,452,"SMART",1983161,"YDL091C"
"521","YDL097C","Rpn6p","G3DSA:1.25.40.10",5,121,"GENE3D",1983852,"YDL097C"
"522","YDL097C","Rpn6p","G3DSA:1.25.40.10",122,336,"GENE3D",1983853,"YDL097C"
"523","YDL097C","Rpn6p","PF01399",298,400,"Pfam",1983854,"YDL097C"
"524","YDL097C","Rpn6p","SM00088",333,416,"SMART",1983857,"YDL097C"
"525","YDL097C","Rpn6p","SSF48452",119,333,"SUPERFAMILY",1983860,"YDL097C"
"526","YDL101C","Dun1p","PF00498",56,128,"Pfam",1962777,"YDL101C"
"527","YDL101C","Dun1p","PS50006",56,112,"PROSITE",1962780,"YDL101C"
"528","YDL101C","Dun1p","SM00240",55,112,"SMART",1962785,"YDL101C"
"529","YDL101C","Dun1p","SSF49879",21,158,"SUPERFAMILY",1962786,"YDL101C"
"530","YDL107W","Mss2p","G3DSA:1.25.40.10",133,350,"GENE3D",1966752,"YDL107W"
"531","YDL107W","Mss2p","SSF48452",157,337,"SUPERFAMILY",1966753,"YDL107W"
"532","YDL117W","Cyk3p","PS50002",9,70,"PROSITE",1980240,"YDL117W"
"533","YDL117W","Cyk3p","SM00326",12,69,"SMART",1980241,"YDL117W"
"534","YDL117W","Cyk3p","SSF50044",7,69,"SUPERFAMILY",1980243,"YDL117W"
"535","YDL145C","Cop1p","G3DSA:2.130.10.10",200,651,"GENE3D",1972595,"YDL145C"
"536","YDL145C","Cop1p","PF00400",44,81,"Pfam",1972598,"YDL145C"
"537","YDL145C","Cop1p","PF00400",86,123,"Pfam",1972599,"YDL145C"
"538","YDL145C","Cop1p","PF00400",129,165,"Pfam",1972600,"YDL145C"
"539","YDL145C","Cop1p","PF00400",204,236,"Pfam",1972601,"YDL145C"
"540","YDL145C","Cop1p","PF00400",246,281,"Pfam",1972602,"YDL145C"
"541","YDL145C","Cop1p","PF06957",832,1199,"Pfam",1972604,"YDL145C"
"542","YDL145C","Cop1p","PS50082",49,90,"PROSITE",1972611,"YDL145C"
"543","YDL145C","Cop1p","PS50082",91,132,"PROSITE",1972612,"YDL145C"
"544","YDL145C","Cop1p","PS50082",133,174,"PROSITE",1972613,"YDL145C"
"545","YDL145C","Cop1p","PS50082",205,246,"PROSITE",1972614,"YDL145C"
"546","YDL145C","Cop1p","PS50082",249,290,"PROSITE",1972615,"YDL145C"
"547","YDL145C","Cop1p","PS50294",7,290,"PROSITE",1972616,"YDL145C"
"548","YDL145C","Cop1p","SM00320",4,39,"SMART",1972619,"YDL145C"
"549","YDL145C","Cop1p","SM00320",42,81,"SMART",1972620,"YDL145C"
"550","YDL145C","Cop1p","SM00320",84,123,"SMART",1972621,"YDL145C"
"551","YDL145C","Cop1p","SM00320",126,165,"SMART",1972622,"YDL145C"
"552","YDL145C","Cop1p","SM00320",198,237,"SMART",1972623,"YDL145C"
"553","YDL145C","Cop1p","SM00320",242,281,"SMART",1972624,"YDL145C"
"554","YDL145C","Cop1p","SM00320",284,322,"SMART",1972625,"YDL145C"
"555","YDL145C","Cop1p","SSF50978",3,170,"SUPERFAMILY",1972627,"YDL145C"
"556","YDL145C","Cop1p","SSF50978",201,318,"SUPERFAMILY",1972628,"YDL145C"
"557","YDL147W","Rpn5p","G3DSA:1.25.40.10",17,336,"GENE3D",1983244,"YDL147W"
"558","YDL147W","Rpn5p","PF01399",297,404,"Pfam",1983245,"YDL147W"
"559","YDL147W","Rpn5p","SM00088",336,422,"SMART",1983248,"YDL147W"
"560","YDL156W","Cmr1p","G3DSA:2.130.10.10",162,362,"GENE3D",1984588,"YDL156W"
"561","YDL156W","Cmr1p","PF00400",336,362,"Pfam",1984590,"YDL156W"
"562","YDL156W","Cmr1p","PS50082",349,365,"PROSITE",1984592,"YDL156W"
"563","YDL156W","Cmr1p","PS50082",393,427,"PROSITE",1984593,"YDL156W"
"564","YDL156W","Cmr1p","PS50294",329,427,"PROSITE",1984594,"YDL156W"
"565","YDL156W","Cmr1p","SM00320",178,215,"SMART",1984597,"YDL156W"
"566","YDL156W","Cmr1p","SM00320",324,362,"SMART",1984598,"YDL156W"
"567","YDL156W","Cmr1p","SM00320",380,418,"SMART",1984599,"YDL156W"
"568","YDL156W","Cmr1p","SM00320",474,512,"SMART",1984600,"YDL156W"
"569","YDL156W","Cmr1p","SSF50978",185,518,"SUPERFAMILY",1984601,"YDL156W"
"570","YDL195W","Sec31p","G3DSA:2.130.10.10",3,331,"GENE3D",1962466,"YDL195W"
"571","YDL195W","Sec31p","PF00400",102,137,"Pfam",1962467,"YDL195W"
"572","YDL195W","Sec31p","PF00400",248,286,"Pfam",1962468,"YDL195W"
"573","YDL195W","Sec31p","PS50082",104,139,"PROSITE",1962474,"YDL195W"
"574","YDL195W","Sec31p","PS50082",253,295,"PROSITE",1962475,"YDL195W"
"575","YDL195W","Sec31p","PS50294",14,338,"PROSITE",1962476,"YDL195W"
"576","YDL195W","Sec31p","SM00320",52,90,"SMART",1962479,"YDL195W"
"577","YDL195W","Sec31p","SM00320",97,137,"SMART",1962480,"YDL195W"
"578","YDL195W","Sec31p","SM00320",150,189,"SMART",1962481,"YDL195W"
"579","YDL195W","Sec31p","SM00320",194,241,"SMART",1962482,"YDL195W"
"580","YDL195W","Sec31p","SM00320",245,286,"SMART",1962483,"YDL195W"
"581","YDL195W","Sec31p","SM00320",289,329,"SMART",1962484,"YDL195W"
"582","YDL195W","Sec31p","SSF50978",13,327,"SUPERFAMILY",1962485,"YDL195W"
"583","YDL216C","Rri1p","PF01398",67,189,"Pfam",1984333,"YDL216C"
"584","YDL216C","Rri1p","SM00232",70,217,"SMART",1984336,"YDL216C"
"585","YDR030C","Rad28p","G3DSA:2.130.10.10",27,497,"GENE3D",1982078,"YDR030C"
"586","YDR030C","Rad28p","PF00400",60,84,"Pfam",1982079,"YDR030C"
"587","YDR030C","Rad28p","PF00400",192,224,"Pfam",1982080,"YDR030C"
"588","YDR030C","Rad28p","PS50082",191,233,"PROSITE",1982084,"YDR030C"
"589","YDR030C","Rad28p","PS50294",191,325,"PROSITE",1982085,"YDR030C"
"590","YDR030C","Rad28p","SM00320",52,85,"SMART",1982088,"YDR030C"
"591","YDR030C","Rad28p","SM00320",184,224,"SMART",1982089,"YDR030C"
"592","YDR030C","Rad28p","SM00320",280,316,"SMART",1982090,"YDR030C"
"593","YDR030C","Rad28p","SM00320",352,387,"SMART",1982091,"YDR030C"
"594","YDR030C","Rad28p","SSF50978",59,92,"SUPERFAMILY",1982092,"YDR030C"
"595","YDR030C","Rad28p","SSF50978",185,327,"SUPERFAMILY",1982093,"YDR030C"
"596","YDR030C","Rad28p","SSF50978",357,455,"SUPERFAMILY",1982094,"YDR030C"
"597","YDR080W","Vps41p","G3DSA:1.25.40.10",508,970,"GENE3D",1962434,"YDR080W"
"598","YDR080W","Vps41p","G3DSA:2.130.10.10",61,457,"GENE3D",1962435,"YDR080W"
"599","YDR080W","Vps41p","SM00320",144,181,"SMART",1962442,"YDR080W"
"600","YDR080W","Vps41p","SM00320",184,225,"SMART",1962443,"YDR080W"
"601","YDR080W","Vps41p","SSF50978",115,347,"SUPERFAMILY",1962444,"YDR080W"
"602","YDR117C","Tma64p","PF02201",366,428,"Pfam",1977670,"YDR117C"
"603","YDR128W","Mtc5p","G3DSA:2.130.10.10",29,179,"GENE3D",1976724,"YDR128W"
"604","YDR128W","Mtc5p","G3DSA:2.130.10.10",180,276,"GENE3D",1976725,"YDR128W"
"605","YDR128W","Mtc5p","G3DSA:2.130.10.10",277,356,"GENE3D",1976726,"YDR128W"
"606","YDR128W","Mtc5p","PS50082",110,146,"PROSITE",1976731,"YDR128W"
"607","YDR128W","Mtc5p","PS50082",197,239,"PROSITE",1976732,"YDR128W"
"608","YDR128W","Mtc5p","PS50294",63,239,"PROSITE",1976733,"YDR128W"
"609","YDR128W","Mtc5p","PS50908",432,543,"PROSITE",1976734,"YDR128W"
"610","YDR128W","Mtc5p","SM00320",14,51,"SMART",1976737,"YDR128W"
"611","YDR128W","Mtc5p","SM00320",55,97,"SMART",1976738,"YDR128W"
"612","YDR128W","Mtc5p","SM00320",103,143,"SMART",1976739,"YDR128W"
"613","YDR128W","Mtc5p","SM00320",147,186,"SMART",1976740,"YDR128W"
"614","YDR128W","Mtc5p","SM00320",190,230,"SMART",1976741,"YDR128W"
"615","YDR128W","Mtc5p","SM00320",290,339,"SMART",1976742,"YDR128W"
"616","YDR128W","Mtc5p","SM00591",432,543,"SMART",1976743,"YDR128W"
"617","YDR128W","Mtc5p","SSF50978",24,341,"SUPERFAMILY",1976744,"YDR128W"
"618","YDR129C","Sac6p","PF00307",140,257,"Pfam",1954312,"YDR129C"
"619","YDR129C","Sac6p","PF00307",288,390,"Pfam",1954313,"YDR129C"
"620","YDR129C","Sac6p","PF00307",413,520,"Pfam",1954314,"YDR129C"
