"","proteins$`Gene > Proteins > Systematic Name`","n()"
"4737","YOR148C",3
"4738","YOR149C",3
"4739","YOR161C",3
"4740","YOR164C",3
"4741","YOR174W",3
"4742","YOR175C",3
"4743","YOR182C",3
"4744","YOR188W",3
"4745","YOR192C-A",3
"4746","YOR227W",3
"4747","YOR292C",3
"4748","YOR294W",3
"4749","YOR305W",3
"4750","YOR322C",3
"4751","YOR334W",3
"4752","YOR336W",3
"4753","YOR340C",3
"4754","YOR343W-A",3
"4755","YOR349W",3
"4756","YOR352W",3
"4757","YOR377W",3
"4758","YOR390W",3
"4759","YPL004C",3
"4760","YPL005W",3
"4761","YPL041C",3
"4762","YPL075W",3
"4763","YPL076W",3
"4764","YPL087W",3
"4765","YPL107W",3
"4766","YPL118W",3
"4767","YPL120W",3
"4768","YPL122C",3
"4769","YPL146C",3
"4770","YPL149W",3
"4771","YPL161C",3
"4772","YPL162C",3
"4773","YPL189C-A",3
"4774","YPL189W",3
"4775","YPL191C",3
"4776","YPL222W",3
"4777","YPL225W",3
"4778","YPL243W",3
"4779","YPL249C-A",3
"4780","YPL254W",3
"4781","YPL255W",3
"4782","YPL257W-A",3
"4783","YPL272C",3
"4784","YPL279C",3
"4785","YPR009W",3
"4786","YPR020W",3
"4787","YPR028W",3
"4788","YPR040W",3
"4789","YPR045C",3
"4790","YPR055W",3
"4791","YPR056W",3
"4792","YPR098C",3
"4793","YPR124W",3
"4794","YPR133W-A",3
"4795","YPR137C-A",3
"4796","YPR143W",3
"4797","YPR144C",3
"4798","YPR149W",3
"4799","YPR153W",3
"4800","YPR158C-C",3
"4801","YPR158W-A",3
"4802","YPR168W",3
"4803","YPR202W",3
"4804","YAL011W",2
"4805","YAL018C",2
"4806","YAL034W-A",2
"4807","YBL006C",2
"4808","YBL010C",2
"4809","YBL018C",2
"4810","YBL028C",2
"4811","YBL029C-A",2
"4812","YBL059W",2
"4813","YBL068W-A",2
"4814","YBL074C",2
"4815","YBL081W",2
"4816","YBL113C",2
"4817","YBR004C",2
"4818","YBR036C",2
"4819","YBR047W",2
"4820","YBR057C",2
"4821","YBR065C",2
"4822","YBR120C",2
"4823","YBR123C",2
"4824","YBR130C",2
"4825","YBR171W",2
"4826","YBR173C",2
"4827","YBR203W",2
"4828","YBR225W",2
"4829","YBR243C",2
"4830","YBR253W",2
"4831","YBR255C-A",2
"4832","YBR255W",2
"4833","YBR268W",2
"4834","YBR275C",2
"4835","YCL012C",2
"4836","YCL031C",2
"4837","YCL044C",2
"4838","YCL063W",2
"4839","YCL066W",2
"4840","YCL075W",2
"4841","YCR016W",2
"4842","YCR040W",2
"4843","YCR099C",2
"4844","YDL037C",2
"4845","YDL065C",2
"4846","YDL073W",2
"4847","YDL107W",2
"4848","YDL110C",2
"4849","YDL116W",2
"4850","YDL133W",2
"4851","YDL218W",2
"4852","YDL232W",2
"4853","YDR077W",2
"4854","YDR085C",2
"4855","YDR100W",2
"4856","YDR118W",2
"4857","YDR130C",2
"4858","YDR163W",2
"4859","YDR169C",2
"4860","YDR176W",2
"4861","YDR179C",2
"4862","YDR179W-A",2
"4863","YDR192C",2
"4864","YDR229W",2
"4865","YDR306C",2
"4866","YDR309C",2
"4867","YDR318W",2
"4868","YDR320C-A",2
"4869","YDR333C",2
"4870","YDR351W",2
"4871","YDR365C",2
"4872","YDR367W",2
"4873","YDR420W",2
"4874","YDR434W",2
"4875","YDR437W",2
"4876","YDR446W",2
"4877","YDR461W",2
"4878","YDR462W",2
"4879","YDR476C",2
"4880","YDR482C",2
"4881","YDR493W",2
"4882","YDR511W",2
"4883","YDR512C",2
"4884","YEL002C",2
"4885","YEL017W",2
"4886","YEL053C",2
"4887","YEL059C-A",2
"4888","YEL062W",2
"4889","YEL075C",2
"4890","YER002W",2
"4891","YER022W",2
"4892","YER030W",2
"4893","YER034W",2
"4894","YER038C",2
"4895","YER044C",2
"4896","YER058W",2
"4897","YER064C",2
"4898","YER067W",2
"4899","YER071C",2
"4900","YER092W",2
"4901","YER093C-A",2
"4902","YER128W",2
"4903","YER140W",2
"4904","YER150W",2
"4905","YER153C",2
"4906","YER158C",2
"4907","YER161C",2
"4908","YER187W",2
"4909","YER189W",2
"4910","YFL013C",2
"4911","YFL064C",2
"4912","YFR001W",2
"4913","YGL075C",2
"4914","YGL098W",2
"4915","YGL113W",2
"4916","YGL127C",2
"4917","YGL151W",2
"4918","YGL162W",2
"4919","YGL164C",2
"4920","YGL219C",2
"4921","YGL226C-A",2
"4922","YGL258W",2
"4923","YGL262W",2
"4924","YGR013W",2
"4925","YGR016W",2
"4926","YGR026W",2
"4927","YGR030C",2
"4928","YGR033C",2
"4929","YGR076C",2
"4930","YGR089W",2
"4931","YGR099W",2
"4932","YGR104C",2
"4933","YGR140W",2
"4934","YGR165W",2
"4935","YGR166W",2
"4936","YGR174C",2
"4937","YGR197C",2
"4938","YGR215W",2
"4939","YGR235C",2
"4940","YGR251W",2
"4941","YGR273C",2
"4942","YHL009W-A",2
"4943","YHL026C",2
"4944","YHL028W",2
"4945","YHL049C",2
"4946","YHR054C",2
"4947","YHR061C",2
"4948","YHR079C-A",2
"4949","YHR101C",2
"4950","YHR118C",2
"4951","YHR127W",2
"4952","YHR131C",2
"4953","YHR157W",2
"4954","YHR187W",2
"4955","YHR191C",2
"4956","YHR196W",2
"4957","YHR219W",2
"4958","YIL019W",2
"4959","YIL027C",2
"4960","YIL029C",2
"4961","YIL056W",2
"4962","YIL057C",2
"4963","YIL089W",2
"4964","YIL117C",2
"4965","YIL119C",2
"4966","YIL161W",2
"4967","YIR011C",2
"4968","YIR025W",2
"4969","YIR030C",2
"4970","YJL003W",2
"4971","YJL062W-A",2
"4972","YJL107C",2
"4973","YJL114W",2
"4974","YJL116C",2
"4975","YJL117W",2
"4976","YJL122W",2
"4977","YJL131C",2
"4978","YJL157C",2
"4979","YJL192C",2
"4980","YJL210W",2
"4981","YJR013W",2
"4982","YJR015W",2
"4983","YJR041C",2
"4984","YJR054W",2
"4985","YJR056C",2
"4986","YJR067C",2
"4987","YJR118C",2
"4988","YJR136C",2
"4989","YJR141W",2
"4990","YKL042W",2
"4991","YKL050C",2
"4992","YKL052C",2
"4993","YKL054C",2
"4994","YKL061W",2
"4995","YKL072W",2
"4996","YKL112W",2
"4997","YKL125W",2
"4998","YKL138C-A",2
"4999","YKL143W",2
"5000","YKR007W",2
"5001","YKR023W",2
"5002","YKR030W",2
"5003","YKR042W",2
"5004","YKR046C",2
"5005","YKR063C",2
"5006","YKR075C",2
"5007","YKR083C",2
"5008","YKR085C",2
"5009","YKR091W",2
"5010","YLL022C",2
"5011","YLL042C",2
"5012","YLR018C",2
"5013","YLR051C",2
"5014","YLR054C",2
"5015","YLR064W",2
"5016","YLR068W",2
"5017","YLR073C",2
"5018","YLR103C",2
"5019","YLR135W",2
"5020","YLR141W",2
"5021","YLR145W",2
"5022","YLR150W",2
"5023","YLR154W-A",2
"5024","YLR154W-C",2
"5025","YLR162W-A",2
"5026","YLR218C",2
"5027","YLR221C",2
"5028","YLR242C",2
"5029","YLR263W",2
"5030","YLR265C",2
"5031","YLR295C",2
"5032","YLR332W",2
"5033","YLR352W",2
"5034","YLR360W",2
"5035","YLR381W",2
"5036","YLR385C",2
"5037","YLR390W-A",2
"5038","YLR407W",2
"5039","YLR421C",2
"5040","YLR459W",2
"5041","YLR462W",2
"5042","YML031W",2
"5043","YML041C",2
"5044","YML047C",2
"5045","YML048W",2
"5046","YML052W",2
"5047","YML058W",2
"5048","YML113W",2
"5049","YML127W",2
"5050","YML129C",2
"5051","YMR013C",2
"5052","YMR014W",2
"5053","YMR031C",2
"5054","YMR086W",2
"5055","YMR107W",2
"5056","YMR123W",2
"5057","YMR132C",2
"5058","YMR173W",2
"5059","YMR174C",2
"5060","YMR187C",2
"5061","YMR191W",2
"5062","YMR202W",2
"5063","YMR212C",2
"5064","YMR218C",2
"5065","YMR244W",2
"5066","YMR255W",2
"5067","YMR269W",2
"5068","YMR282C",2
"5069","YMR295C",2
"5070","YMR319C",2
"5071","YNL050C",2
"5072","YNL051W",2
"5073","YNL058C",2
"5074","YNL095C",2
"5075","YNL122C",2
"5076","YNL144C",2
"5077","YNL145W",2
"5078","YNL158W",2
"5079","YNL211C",2
"5080","YNL233W",2
"5081","YNL248C",2
"5082","YNL260C",2
"5083","YNL315C",2
"5084","YNR049C",2
"5085","YNR061C",2
"5086","YOL007C",2
"5087","YOL032W",2
"5088","YOL047C",2
"5089","YOL063C",2
"5090","YOL077W-A",2
"5091","YOL109W",2
"5092","YOL148C",2
"5093","YOR012W",2
"5094","YOR013W",2
"5095","YOR017W",2
"5096","YOR019W",2
"5097","YOR020W-A",2
"5098","YOR023C",2
"5099","YOR045W",2
"5100","YOR062C",2
"5101","YOR073W",2
"5102","YOR087W",2
"5103","YOR092W",2
"5104","YOR098C",2
"5105","YOR123C",2
"5106","YOR179C",2
"5107","YOR189W",2
"5108","YOR238W",2
"5109","YOR242C",2
"5110","YOR252W",2
"5111","YOR287C",2
"5112","YOR308C",2
"5113","YOR311C",2
"5114","YOR382W",2
"5115","YOR387C",2
"5116","YOR389W",2
"5117","YPL024W",2
"5118","YPL030W",2
"5119","YPL060W",2
"5120","YPL067C",2
"5121","YPL083C",2
"5122","YPL092W",2
"5123","YPL124W",2
"5124","YPL159C",2
"5125","YPL180W",2
"5126","YPL186C",2
"5127","YPL202C",2
"5128","YPL215W",2
"5129","YPL233W",2
"5130","YPL253C",2
"5131","YPL257W",2
"5132","YPL269W",2
"5133","YPL277C",2
"5134","YPR071W",2
"5135","YPR075C",2
"5136","YPR139C",2
"5137","YPR155C",2
"5138","YPR157W",2
"5139","YPR170W-B",2
"5140","YPR175W",2
"5141","Q0140",1
"5142","R0020C",1
"5143","YAL004W",1
"5144","YAL027W",1
"5145","YAL028W",1
"5146","YAL047C",1
"5147","YAL047W-A",1
"5148","YAL055W",1
"5149","YAL068W-A",1
"5150","YAR002W",1
"5151","YAR061W",1
"5152","YBL031W",1
"5153","YBL043W",1
"5154","YBL108W",1
"5155","YBR013C",1
"5156","YBR050C",1
"5157","YBR108W",1
"5158","YBR122C",1
"5159","YBR156C",1
"5160","YBR165W",1
"5161","YBR194W",1
"5162","YBR197C",1
"5163","YBR215W",1
"5164","YBR250W",1
"5165","YBR259W",1
"5166","YBR262C",1
"5167","YCL002C",1
"5168","YCL005W",1
"5169","YCL028W",1
"5170","YCL061C",1
"5171","YCL076W",1
"5172","YCR024C-A",1
"5173","YCR064C",1
"5174","YCR076C",1
"5175","YDL005C",1
"5176","YDL133C-A",1
"5177","YDL139C",1
"5178","YDL157C",1
"5179","YDL160C-A",1
"5180","YDL184C",1
"5181","YDL186W",1
"5182","YDL228C",1
"5183","YDL233W",1
"5184","YDL239C",1
"5185","YDR014W",1
"5186","YDR022C",1
"5187","YDR027C",1
"5188","YDR034W-B",1
"5189","YDR073W",1
"5190","YDR110W",1
"5191","YDR113C",1
"5192","YDR134C",1
"5193","YDR138W",1
"5194","YDR156W",1
"5195","YDR182W-A",1
"5196","YDR187C",1
"5197","YDR260C",1
"5198","YDR277C",1
"5199","YDR279W",1
"5200","YDR317W",1
"5201","YDR322C-A",1
"5202","YDR350C",1
"5203","YDR357C",1
"5204","YDR439W",1
"5205","YDR499W",1
"5206","YDR532C",1
"5207","YDR534C",1
"5208","YDR543C",1
"5209","YEL005C",1
"5210","YEL017C-A",1
"5211","YEL072W",1
"5212","YEL074W",1
"5213","YEL076C",1
"5214","YEL076C-A",1
"5215","YER044C-A",1
"5216","YER046W",1
"5217","YER077C",1
"5218","YER106W",1
"5219","YER137W-A",1
"5220","YER147C",1
"5221","YER149C",1
"5222","YER180C-A",1
"5223","YER188C-A",1
"5224","YFL051C",1
"5225","YFL063W",1
"5226","YFL065C",1
"5227","YFR008W",1
"5228","YFR013W",1
"5229","YFR036W",1
"5230","YFR042W",1
"5231","YFR043C",1
"5232","YFR057W",1
"5233","YGL005C",1
"5234","YGL025C",1
"5235","YGL029W",1
"5236","YGL071W",1
"5237","YGL107C",1
"5238","YGL146C",1
"5239","YGL222C",1
"5240","YGL228W",1
"5241","YGL250W",1
"5242","YGL260W",1
"5243","YGR023W",1
"5244","YGR081C",1
"5245","YGR102C",1
"5246","YGR128C",1
"5247","YGR129W",1
"5248","YGR130C",1
"5249","YGR142W",1
"5250","YGR146C",1
"5251","YGR206W",1
"5252","YGR221C",1
"5253","YGR230W",1
"5254","YGR237C",1
"5255","YGR275W",1
"5256","YHL025W",1
"5257","YHL038C",1
"5258","YHL045W",1
"5259","YHR017W",1
"5260","YHR083W",1
"5261","YHR103W",1
"5262","YHR152W",1
"5263","YHR159W",1
"5264","YHR167W",1
"5265","YHR197W",1
"5266","YHR212W-A",1
"5267","YIL009C-A",1
"5268","YIL040W",1
"5269","YIL077C",1
"5270","YIL102C-A",1
"5271","YIL127C",1
"5272","YIL132C",1
"5273","YIL154C",1
"5274","YIL158W",1
"5275","YIL175W",1
"5276","YIR003W",1
"5277","YIR024C",1
"5278","YIR040C",1
"5279","YJL026C-A",1
"5280","YJL027C",1
"5281","YJL043W",1
"5282","YJL066C",1
"5283","YJL127C-B",1
"5284","YJL184W",1
"5285","YJL222W-B",1
"5286","YJR021C",1
"5287","YJR039W",1
"5288","YJR046W",1
"5289","YJR053W",1
"5290","YJR115W",1
"5291","YJR135C",1
"5292","YJR140C",1
"5293","YJR162C",1
"5294","YKL057C",1
"5295","YKL093W",1
"5296","YKL098W",1
"5297","YKL109W",1
"5298","YKL223W",1
"5299","YKL225W",1
"5300","YKR006C",1
"5301","YKR015C",1
"5302","YKR020W",1
"5303","YKR022C",1
"5304","YKR037C",1
"5305","YKR077W",1
"5306","YLL004W",1
"5307","YLL033W",1
"5308","YLL065W",1
"5309","YLR021W",1
"5310","YLR036C",1
"5311","YLR040C",1
"5312","YLR087C",1
"5313","YLR091W",1
"5314","YLR099W-A",1
"5315","YLR102C",1
"5316","YLR104W",1
"5317","YLR110C",1
"5318","YLR139C",1
"5319","YLR154W-E",1
"5320","YLR190W",1
"5321","YLR199C",1
"5322","YLR211C",1
"5323","YLR232W",1
"5324","YLR254C",1
"5325","YLR301W",1
"5326","YLR338W",1
"5327","YLR363W-A",1
"5328","YLR376C",1
"5329","YLR431C",1
"5330","YLR443W",1
"5331","YLR457C",1
"5332","YLR464W",1
"5333","YML003W",1
"5334","YML011C",1
"5335","YML023C",1
"5336","YML062C",1
"5337","YML091C",1
"5338","YML107C",1
"5339","YMR030W",1
"5340","YMR052W",1
"5341","YMR064W",1
"5342","YMR066W",1
"5343","YMR094W",1
"5344","YMR112C",1
"5345","YMR124W",1
"5346","YMR126C",1
"5347","YMR148W",1
"5348","YMR158C-A",1
"5349","YMR159C",1
"5350","YMR160W",1
"5351","YMR179W",1
"5352","YMR206W",1
"5353","YMR219W",1
"5354","YMR257C",1
"5355","YMR258C",1
"5356","YMR270C",1
"5357","YMR299C",1
"5358","YMR312W",1
"5359","YMR324C",1
"5360","YMR326C",1
"5361","YNL042W",1
"5362","YNL086W",1
"5363","YNL100W",1
"5364","YNL133C",1
"5365","YNL176C",1
"5366","YNL214W",1
"5367","YNL236W",1
"5368","YNL279W",1
"5369","YNL295W",1
"5370","YNL300W",1
"5371","YNL319W",1
"5372","YNL322C",1
"5373","YNL337W",1
"5374","YNR004W",1
"5375","YNR009W",1
"5376","YNR010W",1
"5377","YNR014W",1
"5378","YNR022C",1
"5379","YNR024W",1
"5380","YNR077C",1
"5381","YOL017W",1
"5382","YOL025W",1
"5383","YOL082W",1
"5384","YOL083W",1
"5385","YOL155C",1
"5386","YOL166W-A",1
"5387","YOR031W",1
"5388","YOR047C",1
"5389","YOR060C",1
"5390","YOR078W",1
"5391","YOR104W",1
"5392","YOR276W",1
"5393","YOR279C",1
"5394","YOR284W",1
"5395","YOR302W",1
"5396","YOR324C",1
"5397","YOR350C",1
"5398","YOR372C",1
"5399","YPL018W",1
"5400","YPL034W",1
"5401","YPL039W",1
"5402","YPL055C",1
"5403","YPL066W",1
"5404","YPL077C",1
"5405","YPL112C",1
"5406","YPL121C",1
"5407","YPL144W",1
"5408","YPL166W",1
"5409","YPL193W",1
"5410","YPL229W",1
"5411","YPL278C",1
"5412","YPR063C",1
"5413","YPR070W",1
"5414","YPR109W",1
"5415","YPR116W",1
"5416","YPR151C",1
"5417","YPR174C",1
"5418","YPR203W",1
