"Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id"
"YAL021C","Ccr4p","SM00369","359","378","SMART","1952642"
"YAL021C","Ccr4p","SM00369","379","402","SMART","1952643"
"YAL021C","Ccr4p","SSF52058","332","462","SUPERFAMILY","1952644"
"YAL021C","Ccr4p","SSF56219","503","826","SUPERFAMILY","1952645"
"YAL022C","Fun26p","G3DSA:1.20.1250.20","53","313","GENE3D","1952594"
"YAL022C","Fun26p","G3DSA:1.20.1250.20","337","514","GENE3D","1952595"
"YAL022C","Fun26p","PF01733","180","510","Pfam","1952596"
"YAL022C","Fun26p","PIRSF016379","38","513","PIRSF","1952597"
"YAL022C","Fun26p","PR01130","215","235","PRINTS","1952598"
"YAL022C","Fun26p","PR01130","448","464","PRINTS","1952599"
"YAL022C","Fun26p","PR01130","486","510","PRINTS","1952600"
"YAL022C","Fun26p","PTHR10332","51","509","PANTHER","1952601"
"YAL022C","Fun26p","PTHR10332:SF52","51","509","PANTHER","1952602"
"YAL022C","Fun26p","SSF103473","75","280","SUPERFAMILY","1952603"
"YAL022C","Fun26p","SSF103473","324","509","SUPERFAMILY","1952604"
"YAL022C","Fun26p","TIGR00939","81","513","TIGRFAM","1952605"
"YAL023C","Pmt2p","G3DSA:2.80.10.50","336","538","GENE3D","1952606"
"YAL023C","Pmt2p","PF02366","69","312","Pfam","1952607"
"YAL023C","Pmt2p","PF02815","360","520","Pfam","1952608"
"YAL023C","Pmt2p","PF16192","548","751","Pfam","1952609"
"YAL023C","Pmt2p","PS50919","339","394","PROSITE","1952610"
"YAL023C","Pmt2p","PS50919","407","463","PROSITE","1952611"
"YAL023C","Pmt2p","PS50919","471","529","PROSITE","1952612"
"YAL023C","Pmt2p","PTHR10050","22","755","PANTHER","1952613"
"YAL023C","Pmt2p","PTHR10050:SF37","22","755","PANTHER","1952614"
"YAL023C","Pmt2p","SM00472","339","394","SMART","1952615"
"YAL023C","Pmt2p","SM00472","407","463","SMART","1952616"
"YAL023C","Pmt2p","SM00472","472","529","SMART","1952617"
"YAL023C","Pmt2p","SSF82109","346","525","SUPERFAMILY","1952618"
"YAL024C","Lte1p","G3DSA:1.10.840.10","1182","1435","GENE3D","1942921"
"YAL024C","Lte1p","G3DSA:1.20.870.10","4","196","GENE3D","1942922"
"YAL024C","Lte1p","PF00617","1198","1387","Pfam","1942923"
"YAL024C","Lte1p","PF00618","29","133","Pfam","1942924"
"YAL024C","Lte1p","PS00720","1356","1386","PROSITE","1942925"
"YAL024C","Lte1p","PS50009","1194","1434","PROSITE","1942926"
"YAL024C","Lte1p","PS50212","25","157","PROSITE","1942927"
"YAL024C","Lte1p","PTHR23113","22","1435","PANTHER","1942928"
"YAL024C","Lte1p","PTHR23113:SF298","22","1435","PANTHER","1942929"
"YAL024C","Lte1p","SM00147","1190","1435","SMART","1942930"
"YAL024C","Lte1p","SM00229","24","157","SMART","1942931"
"YAL024C","Lte1p","SSF48366","8","177","SUPERFAMILY","1942932"
"YAL024C","Lte1p","SSF48366","1176","1434","SUPERFAMILY","1942933"
"YAL025C","Mak16p","PF01778","5","117","Pfam","1945085"
"YAL025C","Mak16p","PF04874","139","235","Pfam","1945086"
"YAL025C","Mak16p","PIRSF003352","1","304","PIRSF","1945087"
"YAL025C","Mak16p","PTHR23405","1","302","PANTHER","1945088"
"YAL025C","Mak16p","PTHR23405:SF7","1","302","PANTHER","1945089"
"YAL026C","Drs2p","G3DSA:1.20.1110.10","878","1239","GENE3D","1963232"
"YAL026C","Drs2p","G3DSA:2.70.150.10","233","433","GENE3D","1963233"
"YAL026C","Drs2p","G3DSA:3.40.1110.10","533","566","GENE3D","1963234"
"YAL026C","Drs2p","G3DSA:3.40.1110.10","567","811","GENE3D","1963235"
"YAL026C","Drs2p","PF00122","295","470","Pfam","1963236"
"YAL026C","Drs2p","PF13246","642","731","Pfam","1963237"
"YAL026C","Drs2p","PF16209","185","251","Pfam","1963238"
"YAL026C","Drs2p","PF16212","980","1232","Pfam","1963239"
"YAL026C","Drs2p","PR00119","558","572","PRINTS","1963240"
"YAL026C","Drs2p","PR00119","827","837","PRINTS","1963241"
"YAL026C","Drs2p","PR00119","952","971","PRINTS","1963242"
"YAL026C","Drs2p","PS00154","560","566","PROSITE","1963243"
"YAL026C","Drs2p","PTHR24092","175","1278","PANTHER","1963244"
"YAL026C","Drs2p","PTHR24092:SF127","175","1278","PANTHER","1963245"
"YAL026C","Drs2p","SSF56784","546","570","SUPERFAMILY","1963246"
"YAL026C","Drs2p","SSF56784","756","863","SUPERFAMILY","1963247"
"YAL026C","Drs2p","SSF56784","926","997","SUPERFAMILY","1963248"
"YAL026C","Drs2p","SSF81653","292","354","SUPERFAMILY","1963249"
"YAL026C","Drs2p","SSF81653","389","429","SUPERFAMILY","1963250"
"YAL026C","Drs2p","SSF81660","565","809","SUPERFAMILY","1963251"
"YAL026C","Drs2p","SSF81665","198","285","SUPERFAMILY","1963252"
"YAL026C","Drs2p","SSF81665","431","552","SUPERFAMILY","1963253"
"YAL026C","Drs2p","SSF81665","1001","1232","SUPERFAMILY","1963254"
"YAL026C","Drs2p","TIGR01494","912","1035","TIGRFAM","1963255"
"YAL026C","Drs2p","TIGR01652","198","1240","TIGRFAM","1963256"
"YAL027W","Saw1p","PF11561","1","243","Pfam","1963706"
"YAL028W","Frt2p","PF13694","86","279","Pfam","1963705"
"YAL029C","Myo4p","G3DSA:1.20.5.190","842","884","GENE3D","1953759"
"YAL029C","Myo4p","G3DSA:1.20.5.190","885","910","GENE3D","1953760"
"YAL029C","Myo4p","G3DSA:1.20.5.190","911","1034","GENE3D","1953761"
"YAL029C","Myo4p","G3DSA:3.40.50.300","121","549","GENE3D","1953762"
"YAL029C","Myo4p","G3DSA:4.10.270.10","776","841","GENE3D","1953763"
"YAL029C","Myo4p","PF00063","73","765","Pfam","1953764"
"YAL029C","Myo4p","PF00612","901","919","Pfam","1953765"
"YAL029C","Myo4p","PF01843","1299","1398","Pfam","1953766"
"YAL029C","Myo4p","PR00193","101","120","PRINTS","1953767"
"YAL029C","Myo4p","PR00193","158","183","PRINTS","1953768"
"YAL029C","Myo4p","PR00193","209","236","PRINTS","1953769"
"YAL029C","Myo4p","PR00193","444","472","PRINTS","1953770"
"YAL029C","Myo4p","PR00193","497","525","PRINTS","1953771"
"YAL029C","Myo4p","PS50096","876","903","PROSITE","1953772"
"YAL029C","Myo4p","PS50096","899","928","PROSITE","1953773"
"YAL029C","Myo4p","PS51126","1164","1419","PROSITE","1953774"
"YAL029C","Myo4p","PS51456","71","777","PROSITE","1953775"
"YAL029C","Myo4p","PTHR13140","1220","1410","PANTHER","1953776"
"YAL029C","Myo4p","PTHR13140:SF534","1220","1410","PANTHER","1953777"
"YAL029C","Myo4p","SM00015","779","801","SMART","1953778"
"YAL029C","Myo4p","SM00015","827","849","SMART","1953779"
"YAL029C","Myo4p","SM00015","875","897","SMART","1953780"
"YAL029C","Myo4p","SM00015","898","920","SMART","1953781"
"YAL029C","Myo4p","SM00242","65","778","SMART","1953782"
"YAL029C","Myo4p","SM01132","1299","1401","SMART","1953783"
"YAL029C","Myo4p","SSF50084","1","64","SUPERFAMILY","1953784"
"YAL029C","Myo4p","SSF52540","60","822","SUPERFAMILY","1953785"
"YAL030W","Snc1p","G3DSA:1.20.5.110","2","113","GENE3D","1952478"
"YAL030W","Snc1p","PF00957","26","111","Pfam","1952479"
"YAL030W","Snc1p","PIRSF005409","1","117","PIRSF","1952480"
"YAL030W","Snc1p","PR00219","33","52","PRINTS","1952481"
"YAL030W","Snc1p","PR00219","53","72","PRINTS","1952482"
"YAL030W","Snc1p","PR00219","89","108","PRINTS","1952483"
"YAL030W","Snc1p","PS00417","46","65","PROSITE","1952484"
"YAL030W","Snc1p","PS50892","28","88","PROSITE","1952485"
"YAL030W","Snc1p","PTHR21136","25","113","PANTHER","1952486"
"YAL030W","Snc1p","PTHR21136:SF152","25","113","PANTHER","1952487"
"YAL030W","Snc1p","SSF58038","25","89","SUPERFAMILY","1952488"
"YAL031C","Gip4p","PR02082","72","97","PRINTS","1963698"
"YAL031C","Gip4p","PR02082","164","176","PRINTS","1963699"
"YAL031C","Gip4p","PR02082","191","211","PRINTS","1963700"
"YAL031C","Gip4p","PR02082","275","293","PRINTS","1963701"
"YAL031C","Gip4p","PR02082","299","316","PRINTS","1963702"
"YAL031C","Gip4p","PR02082","654","672","PRINTS","1963703"
"YAL031C","Gip4p","PR02082","673","689","PRINTS","1963704"
"YAL032C","Prp45p","PF02731","102","251","Pfam","1951778"
"YAL032C","Prp45p","PTHR12096","5","374","PANTHER","1951779"
"YAL032C","Prp45p","PTHR12096:SF1","5","374","PANTHER","1951780"
"YAL033W","Pop5p","PF01900","7","130","Pfam","1951781"
"YAL033W","Pop5p","PIRSF023803","1","166","PIRSF","1951782"
"YAL033W","Pop5p","PTHR10993","1","172","PANTHER","1951783"
"YAL033W","Pop5p","PTHR10993:SF17","1","172","PANTHER","1951784"
"YAL033W","Pop5p","SSF160350","1","135","SUPERFAMILY","1951785"
"YAL034C","Fun19p","PF04433","334","404","Pfam","1951773"
"YAL034C","Fun19p","PS50934","316","413","PROSITE","1951774"
"YAL034C","Fun19p","PTHR12374","2","413","PANTHER","1951775"
"YAL034C","Fun19p","PTHR12374:SF30","2","413","PANTHER","1951776"
"YAL034C","Fun19p","SSF46689","311","406","SUPERFAMILY","1951777"
"YAL034W-A","Mtw1p","PF05859","11","144","Pfam","1963696"
"YAL034W-A","Mtw1p","PTHR14527","1","284","PANTHER","1963697"
"YAL035W","Fun12p","G3DSA:2.40.30.10","628","731","GENE3D","1963678"
"YAL035W","Fun12p","G3DSA:2.40.30.10","865","967","GENE3D","1963679"
"YAL035W","Fun12p","G3DSA:3.40.50.10050","754","832","GENE3D","1963680"
"YAL035W","Fun12p","G3DSA:3.40.50.300","396","625","GENE3D","1963681"
"YAL035W","Fun12p","PF00009","407","616","Pfam","1963682"
"YAL035W","Fun12p","PF03144","644","719","Pfam","1963683"
"YAL035W","Fun12p","PF11987","754","843","Pfam","1963684"
"YAL035W","Fun12p","PR00315","407","420","PRINTS","1963685"
"YAL035W","Fun12p","PR00315","473","483","PRINTS","1963686"
"YAL035W","Fun12p","PR00315","489","500","PRINTS","1963687"
"YAL035W","Fun12p","PR00315","525","534","PRINTS","1963688"
"YAL035W","Fun12p","PS51722","403","621","PROSITE","1963689"
"YAL035W","Fun12p","PTHR43381","113","1001","PANTHER","1963690"
"YAL035W","Fun12p","PTHR43381:SF1","113","1001","PANTHER","1963691"
"YAL035W","Fun12p","SSF50447","863","1001","SUPERFAMILY","1963692"
"YAL035W","Fun12p","SSF52156","731","857","SUPERFAMILY","1963693"
"YAL035W","Fun12p","SSF52540","404","696","SUPERFAMILY","1963694"
"YAL035W","Fun12p","TIGR00231","408","534","TIGRFAM","1963695"
"YAL036C","Rbg1p","G3DSA:3.10.20.30","293","369","GENE3D","1963662"
"YAL036C","Rbg1p","G3DSA:3.40.50.300","65","292","GENE3D","1963663"
"YAL036C","Rbg1p","PF01926","68","165","Pfam","1963664"
"YAL036C","Rbg1p","PF02824","294","368","Pfam","1963665"
"YAL036C","Rbg1p","PF16897","187","293","Pfam","1963666"
"YAL036C","Rbg1p","PR00326","68","88","PRINTS","1963667"
"YAL036C","Rbg1p","PR00326","89","107","PRINTS","1963668"
"YAL036C","Rbg1p","PR00326","116","131","PRINTS","1963669"
"YAL036C","Rbg1p","PR00326","133","151","PRINTS","1963670"
"YAL036C","Rbg1p","PS00905","118","131","PROSITE","1963671"
"YAL036C","Rbg1p","PS51710","66","292","PROSITE","1963672"
"YAL036C","Rbg1p","PTHR43127","1","369","PANTHER","1963673"
"YAL036C","Rbg1p","PTHR43127:SF2","1","369","PANTHER","1963674"
"YAL036C","Rbg1p","SSF52540","68","307","SUPERFAMILY","1963675"
"YAL036C","Rbg1p","SSF81271","288","368","SUPERFAMILY","1963676"
"YAL036C","Rbg1p","TIGR00231","67","200","TIGRFAM","1963677"
"YAL038W","Cdc19p","G3DSA:2.40.33.10","101","175","GENE3D","1940275"
"YAL038W","Cdc19p","G3DSA:3.20.20.60","7","100","GENE3D","1940276"
"YAL038W","Cdc19p","G3DSA:3.20.20.60","176","341","GENE3D","1940277"
"YAL038W","Cdc19p","G3DSA:3.40.1380.20","342","500","GENE3D","1940278"
"YAL038W","Cdc19p","PF00224","19","362","Pfam","1940279"
"YAL038W","Cdc19p","PF02887","380","497","Pfam","1940280"
"YAL038W","Cdc19p","PR01050","77","93","PRINTS","1940281"
"YAL038W","Cdc19p","PR01050","207","221","PRINTS","1940282"
"YAL038W","Cdc19p","PR01050","237","263","PRINTS","1940283"
"YAL038W","Cdc19p","PR01050","264","288","PRINTS","1940284"
"YAL038W","Cdc19p","PR01050","289","313","PRINTS","1940285"
"YAL038W","Cdc19p","PR01050","314","332","PRINTS","1940286"
"YAL038W","Cdc19p","PR01050","333","349","PRINTS","1940287"
"YAL038W","Cdc19p","PS00110","235","247","PROSITE","1940288"
"YAL038W","Cdc19p","PTHR11817","16","500","PANTHER","1940289"
"YAL038W","Cdc19p","PTHR11817:SF41","16","500","PANTHER","1940290"
"YAL038W","Cdc19p","SSF50800","88","188","SUPERFAMILY","1940291"
"YAL038W","Cdc19p","SSF51621","16","92","SUPERFAMILY","1940292"
"YAL038W","Cdc19p","SSF51621","177","361","SUPERFAMILY","1940293"
"YAL038W","Cdc19p","SSF52935","369","500","SUPERFAMILY","1940294"
"YAL038W","Cdc19p","TIGR01064","19","500","TIGRFAM","1940295"
"YAL039C","Cyc3p","PF01265","1","253","Pfam","1941784"
"YAL039C","Cyc3p","PS00821","128","143","PROSITE","1941785"
"YAL039C","Cyc3p","PS00822","189","195","PROSITE","1941786"
"YAL039C","Cyc3p","PTHR12743","1","260","PANTHER","1941787"
"YAL039C","Cyc3p","PTHR12743:SF4","1","260","PANTHER","1941788"
"YAL040C","Cln3p","G3DSA:1.10.472.10","92","198","GENE3D","1945870"
"YAL040C","Cln3p","G3DSA:1.10.472.10","199","496","GENE3D","1945871"
"YAL040C","Cln3p","PF00134","91","206","Pfam","1945872"
"YAL040C","Cln3p","PS00292","108","139","PROSITE","1945873"
"YAL040C","Cln3p","PS51257","1","35","PROSITE","1945874"
"YAL040C","Cln3p","PTHR10177","29","463","PANTHER","1945875"
"YAL040C","Cln3p","PTHR10177:SF312","29","463","PANTHER","1945876"
"YAL040C","Cln3p","SM00385","113","199","SMART","1945877"
"YAL040C","Cln3p","SSF47954","69","206","SUPERFAMILY","1945878"
"YAL041W","Cdc24p","G3DSA:1.10.418.10","147","283","GENE3D","1945229"
"YAL041W","Cdc24p","G3DSA:1.20.900.10","284","476","GENE3D","1945230"
"YAL041W","Cdc24p","G3DSA:2.30.29.30","477","675","GENE3D","1945231"
"YAL041W","Cdc24p","G3DSA:3.10.20.90","759","851","GENE3D","1945232"
"YAL041W","Cdc24p","PF00564","786","840","Pfam","1945233"
"YAL041W","Cdc24p","PF00621","282","452","Pfam","1945234"
"YAL041W","Cdc24p","PF06395","156","242","Pfam","1945235"
"YAL041W","Cdc24p","PF15411","481","663","Pfam","1945236"
"YAL041W","Cdc24p","PS00741","403","428","PROSITE","1945237"
"YAL041W","Cdc24p","PS50003","478","668","PROSITE","1945238"
"YAL041W","Cdc24p","PS50010","278","454","PROSITE","1945239"
"YAL041W","Cdc24p","PS51745","761","854","PROSITE","1945240"
"YAL041W","Cdc24p","PTHR22826","20","843","PANTHER","1945241"
"YAL041W","Cdc24p","PTHR22826:SF166","20","843","PANTHER","1945242"
"YAL041W","Cdc24p","SM00033","137","240","SMART","1945243"
"YAL041W","Cdc24p","SM00233","479","670","SMART","1945244"
"YAL041W","Cdc24p","SM00325","282","453","SMART","1945245"
"YAL041W","Cdc24p","SM00666","761","854","SMART","1945246"
"YAL041W","Cdc24p","SSF48065","268","475","SUPERFAMILY","1945247"
"YAL041W","Cdc24p","SSF50729","473","521","SUPERFAMILY","1945248"
"YAL041W","Cdc24p","SSF50729","603","668","SUPERFAMILY","1945249"
"YAL041W","Cdc24p","SSF54277","751","853","SUPERFAMILY","1945250"
"YAL042W","Erv46p","PF07970","143","399","Pfam","1963658"
"YAL042W","Erv46p","PF13850","7","95","Pfam","1963659"
"YAL042W","Erv46p","PTHR10984","6","413","PANTHER","1963660"
"YAL042W","Erv46p","PTHR10984:SF39","6","413","PANTHER","1963661"
"YAL043C","Pta1p","PF11935","91","333","Pfam","1974681"
"YAL043C","Pta1p","PTHR15245","3","783","PANTHER","1974682"
"YAL043C","Pta1p","PTHR15245:SF34","3","783","PANTHER","1974683"
"YAL044C","Gcv3p","G3DSA:2.40.50.100","43","170","GENE3D","1963649"
"YAL044C","Gcv3p","MF_00272","42","167","HAMAP","1963650"
"YAL044C","Gcv3p","PF01597","46","168","Pfam","1963651"
"YAL044C","Gcv3p","PS00189","86","115","PROSITE","1963652"
"YAL044C","Gcv3p","PS50968","61","143","PROSITE","1963653"
"YAL044C","Gcv3p","PTHR11715","31","167","PANTHER","1963654"
"YAL044C","Gcv3p","PTHR11715:SF21","31","167","PANTHER","1963655"
"YAL044C","Gcv3p","SSF51230","42","166","SUPERFAMILY","1963656"
"YAL044C","Gcv3p","TIGR00527","40","170","TIGRFAM","1963657"
"YAL044W-A","Bol1p","G3DSA:3.30.300.90","32","110","GENE3D","1985013"
"YAL044W-A","Bol1p","PF01722","34","104","Pfam","1985014"
"YAL044W-A","Bol1p","PIRSF003113","1","110","PIRSF","1985015"
"YAL044W-A","Bol1p","PTHR12735","3","108","PANTHER","1985016"
"YAL044W-A","Bol1p","PTHR12735:SF33","3","108","PANTHER","1985017"
"YAL044W-A","Bol1p","SSF82657","4","108","SUPERFAMILY","1985018"
"YAL046C","Bol3p","G3DSA:3.30.300.90","33","112","GENE3D","1963644"
"YAL046C","Bol3p","PF01722","46","108","Pfam","1963645"
"YAL046C","Bol3p","PTHR12735","4","110","PANTHER","1963646"
"YAL046C","Bol3p","PTHR12735:SF28","4","110","PANTHER","1963647"
"YAL046C","Bol3p","SSF82657","18","108","SUPERFAMILY","1963648"
"YAL047C","Spc72p","PF12808","574","614","Pfam","1963643"
"YAL047W-A","Yal047W-Ap","PS51257","1","35","PROSITE","1939852"
"YAL048C","Gem1p","G3DSA:1.10.238.10","195","347","GENE3D","1963618"
"YAL048C","Gem1p","G3DSA:1.10.238.10","348","399","GENE3D","1963619"
"YAL048C","Gem1p","G3DSA:3.40.50.300","1","188","GENE3D","1963620"
"YAL048C","Gem1p","G3DSA:3.40.50.300","441","633","GENE3D","1963621"
"YAL048C","Gem1p","PF00071","7","183","Pfam","1963622"
"YAL048C","Gem1p","PF00071","452","609","Pfam","1963623"
"YAL048C","Gem1p","PF08355","369","436","Pfam","1963624"
"YAL048C","Gem1p","PF08356","264","331","Pfam","1963625"
"YAL048C","Gem1p","PIRSF037488","2","660","PIRSF","1963626"
"YAL048C","Gem1p","PR00449","6","27","PRINTS","1963627"
"YAL048C","Gem1p","PR00449","107","120","PRINTS","1963628"
"YAL048C","Gem1p","PR00449","161","183","PRINTS","1963629"
"YAL048C","Gem1p","PS50222","201","236","PROSITE","1963630"
"YAL048C","Gem1p","PS50222","330","365","PROSITE","1963631"
"YAL048C","Gem1p","PS51423","1","140","PROSITE","1963632"
"YAL048C","Gem1p","PS51423","442","662","PROSITE","1963633"
"YAL048C","Gem1p","PTHR24072","2","621","PANTHER","1963634"
"YAL048C","Gem1p","PTHR24072:SF206","2","621","PANTHER","1963635"
"YAL048C","Gem1p","SM00173","3","186","SMART","1963636"
"YAL048C","Gem1p","SM00174","8","186","SMART","1963637"
"YAL048C","Gem1p","SM00175","6","186","SMART","1963638"
"YAL048C","Gem1p","SSF47473","185","294","SUPERFAMILY","1963639"
"YAL048C","Gem1p","SSF47473","336","397","SUPERFAMILY","1963640"
"YAL048C","Gem1p","SSF52540","3","217","SUPERFAMILY","1963641"
"YAL048C","Gem1p","SSF52540","445","613","SUPERFAMILY","1963642"
"YAL049C","Aim2p","G3DSA:3.40.50.1820","23","242","GENE3D","1963613"
"YAL049C","Aim2p","PF01738","30","243","Pfam","1963614"
"YAL049C","Aim2p","PTHR17630","2","242","PANTHER","1963615"
"YAL049C","Aim2p","PTHR17630:SF64","2","242","PANTHER","1963616"
"YAL049C","Aim2p","SSF53474","27","240","SUPERFAMILY","1963617"
"YAL051W","Oaf1p","G3DSA:4.10.240.10","56","128","GENE3D","1963603"
"YAL051W","Oaf1p","PF00172","65","100","Pfam","1963604"
"YAL051W","Oaf1p","PR00755","57","76","PRINTS","1963605"
"YAL051W","Oaf1p","PR00755","78","100","PRINTS","1963606"
"YAL051W","Oaf1p","PS00463","65","93","PROSITE","1963607"
"YAL051W","Oaf1p","PS50048","65","95","PROSITE","1963608"
"YAL051W","Oaf1p","PTHR31069","37","987","PANTHER","1963609"
"YAL051W","Oaf1p","PTHR31069:SF4","37","987","PANTHER","1963610"
"YAL051W","Oaf1p","SM00066","60","104","SMART","1963611"
"YAL051W","Oaf1p","SSF57701","55","100","SUPERFAMILY","1963612"
"YAL053W","Flc2p","G3DSA:2.60.40.770","32","172","GENE3D","1963597"
"YAL053W","Flc2p","PF06011","183","628","Pfam","1963598"
"YAL053W","Flc2p","PF14558","38","177","Pfam","1963599"
"YAL053W","Flc2p","PTHR31145","1","780","PANTHER","1963600"
"YAL053W","Flc2p","PTHR31145:SF10","1","780","PANTHER","1963601"
"YAL053W","Flc2p","SM01320","36","178","SMART","1963602"
"YAL054C","Acs1p","G3DSA:2.30.38.10","483","574","GENE3D","1974751"
"YAL054C","Acs1p","G3DSA:3.30.300.30","575","693","GENE3D","1974752"
"YAL054C","Acs1p","G3DSA:3.40.50.980","129","322","GENE3D","1974753"
"YAL054C","Acs1p","G3DSA:3.40.50.980","323","482","GENE3D","1974754"
"YAL054C","Acs1p","PF00501","139","581","Pfam","1974755"
"YAL054C","Acs1p","PF13193","590","675","Pfam","1974756"
"YAL054C","Acs1p","PF16177","76","137","Pfam","1974757"
"YAL054C","Acs1p","PS00455","317","328","PROSITE","1974758"
"YAL054C","Acs1p","PTHR24095","1","713","PANTHER","1974759"
"YAL054C","Acs1p","PTHR24095:SF224","1","713","PANTHER","1974760"
"YAL054C","Acs1p","SSF56801","75","708","SUPERFAMILY","1974761"
"YAL054C","Acs1p","TIGR02188","73","709","TIGRFAM","1974762"
"YAL055W","Pex22p","PF12827","52","166","Pfam","1963596"
"YAL056W","Gpb2p","G3DSA:2.120.10.80","238","834","GENE3D","1963590"
"YAL056W","Gpb2p","SSF50965","259","298","SUPERFAMILY","1963591"
"YAL056W","Gpb2p","SSF50965","335","423","SUPERFAMILY","1963592"
"YAL056W","Gpb2p","SSF50965","406","451","SUPERFAMILY","1963593"
"YAL056W","Gpb2p","SSF50965","501","573","SUPERFAMILY","1963594"
"YAL056W","Gpb2p","SSF50965","687","805","SUPERFAMILY","1963595"
"YAL058W","Cne1p","G3DSA:2.60.120.200","23","428","GENE3D","1951709"
"YAL058W","Cne1p","PF00262","33","413","Pfam","1951710"
"YAL058W","Cne1p","PR00626","120","138","PRINTS","1951711"
"YAL058W","Cne1p","PR00626","150","166","PRINTS","1951712"
"YAL058W","Cne1p","PR00626","255","268","PRINTS","1951713"
"YAL058W","Cne1p","PR00626","303","325","PRINTS","1951714"
"YAL058W","Cne1p","PR00626","360","379","PRINTS","1951715"
"YAL058W","Cne1p","PR00626","394","414","PRINTS","1951716"
"YAL058W","Cne1p","PS00803","118","133","PROSITE","1951717"
"YAL058W","Cne1p","PS00804","154","162","PROSITE","1951718"
"YAL058W","Cne1p","PTHR11073","14","500","PANTHER","1951719"
"YAL058W","Cne1p","PTHR11073:SF22","14","500","PANTHER","1951720"
"YAL058W","Cne1p","SSF49899","30","232","SUPERFAMILY","1951721"
"YAL058W","Cne1p","SSF63887","241","381","SUPERFAMILY","1951722"
"YAL059W","Ecm1p","PF09135","31","152","Pfam","1963587"
"YAL059W","Ecm1p","PTHR28280","1","212","PANTHER","1963588"
"YAL059W","Ecm1p","PTHR28280:SF2","1","212","PANTHER","1963589"
"YAL060W","Bdh1p","G3DSA:3.40.50.720","183","344","GENE3D","1963578"
"YAL060W","Bdh1p","G3DSA:3.90.180.10","1","182","GENE3D","1963579"
"YAL060W","Bdh1p","PF00107","200","330","Pfam","1963580"
"YAL060W","Bdh1p","PF08240","27","160","Pfam","1963581"
"YAL060W","Bdh1p","PS00059","72","86","PROSITE","1963582"
"YAL060W","Bdh1p","PTHR43161","1","376","PANTHER","1963583"
"YAL060W","Bdh1p","PTHR43161:SF9","1","376","PANTHER","1963584"
"YAL060W","Bdh1p","SSF50129","1","199","SUPERFAMILY","1963585"
"YAL060W","Bdh1p","SSF51735","164","335","SUPERFAMILY","1963586"
"YAL061W","Bdh2p","G3DSA:3.40.50.720","183","345","GENE3D","1963569"
"YAL061W","Bdh2p","G3DSA:3.90.180.10","1","182","GENE3D","1963570"
